file_path,category
augmented_audio_dataset\Left\speed_up_590.wav,Left
augmented_audio_dataset\two\volume_up_1298.wav,two
augmented_audio_dataset\zero\volume_up_1531.wav,zero
augmented_audio_dataset\Off\shift_backward_782.wav,Off
augmented_audio_dataset\One\reversed_908.wav,One
augmented_audio_dataset\Off\shift_forward_822.wav,Off
augmented_audio_dataset\tree\shift_backward_1236.wav,tree
augmented_audio_dataset\up\reversed_1383.wav,up
augmented_audio_dataset\Right\volume_down_951.wav,Right
augmented_audio_dataset\Nine\volume_up_693.wav,Nine
augmented_audio_dataset\Seven\reversed_1024.wav,Seven
augmented_audio_dataset\Down\speed_down_150.wav,Down
augmented_audio_dataset\Five\volume_up_243.wav,Five
augmented_audio_dataset\Off\noise_783.wav,Off
augmented_audio_dataset\Nine\pitch_down_715.wav,Nine
augmented_audio_dataset\up\noise_1374.wav,up
processed_recorded_audio\Stop\Stop_15.wav,Stop
augmented_audio_dataset\zero\noise_1536.wav,zero
augmented_audio_dataset\Eight\shift_forward_201.wav,Eight
augmented_audio_dataset\Follow\volume_up_269.wav,Follow
augmented_audio_dataset\three\volume_down_1176.wav,three
augmented_audio_dataset\Marvin\pitch_up_646.wav,Marvin
augmented_audio_dataset\Right\volume_up_926.wav,Right
augmented_audio_dataset\Stop\reversed_1165.wav,Stop
augmented_audio_dataset\Go\shift_forward_406.wav,Go
augmented_audio_dataset\Backward\shift_forward_12.wav,Backward
processed_recorded_audio\Forward\Forward_43.wav,Forward
augmented_audio_dataset\On\volume_down_831.wav,On
augmented_audio_dataset\House\original_537.wav,House
augmented_audio_dataset\House\pitch_down_498.wav,House
processed_recorded_audio\Sheila\Sheila_04.wav,Sheila
augmented_audio_dataset\tree\noise_1266.wav,tree
augmented_audio_dataset\Left\speed_up_612.wav,Left
augmented_audio_dataset\Left\pitch_down_590.wav,Left
processed_recorded_audio\No\No_04.wav,No
augmented_audio_dataset\House\pitch_up_531.wav,House
augmented_audio_dataset\No\volume_down_761.wav,No
processed_recorded_audio\Off\Off_14.wav,Off
augmented_audio_dataset\Backward\pitch_down_33.wav,Backward
augmented_audio_dataset\zero\reversed_1526.wav,zero
augmented_audio_dataset\tree\pitch_down_1260.wav,tree
processed_recorded_audio\Dog\Dog_17.wav,Dog
augmented_audio_dataset\Bed\volume_up_66.wav,Bed
augmented_audio_dataset\Left\pitch_up_619.wav,Left
augmented_audio_dataset\Right\shift_backward_938.wav,Right
augmented_audio_dataset\House\speed_down_534.wav,House
augmented_audio_dataset\Happy\pitch_up_444.wav,Happy
augmented_audio_dataset\up\volume_down_1355.wav,up
augmented_audio_dataset\Four\speed_up_335.wav,Four
augmented_audio_dataset\Stop\pitch_down_1166.wav,Stop
augmented_audio_dataset\two\noise_1303.wav,two
augmented_audio_dataset\Nine\speed_up_713.wav,Nine
augmented_audio_dataset\Seven\shift_backward_1002.wav,Seven
augmented_audio_dataset\wow\volume_up_1460.wav,wow
augmented_audio_dataset\Four\pitch_up_381.wav,Four
augmented_audio_dataset\Four\reversed_336.wav,Four
augmented_audio_dataset\Bed\volume_down_61.wav,Bed
augmented_audio_dataset\tree\speed_up_1249.wav,tree
augmented_audio_dataset\Happy\volume_down_451.wav,Happy
augmented_audio_dataset\Down\noise_166.wav,Down
augmented_audio_dataset\Backward\shift_forward_17.wav,Backward
augmented_audio_dataset\Forward\shift_backward_303.wav,Forward
augmented_audio_dataset\Nine\pitch_down_700.wav,Nine
augmented_audio_dataset\tree\shift_forward_1268.wav,tree
augmented_audio_dataset\Go\pitch_up_437.wav,Go
augmented_audio_dataset\Five\pitch_up_226.wav,Five
augmented_audio_dataset\Left\volume_up_607.wav,Left
augmented_audio_dataset\tree\original_1266.wav,tree
processed_recorded_audio\Follow\Follow_06.wav,Follow
augmented_audio_dataset\Happy\noise_482.wav,Happy
augmented_audio_dataset\Bed\noise_55.wav,Bed
processed_recorded_audio\House\House_34.wav,House
augmented_audio_dataset\Down\reversed_155.wav,Down
augmented_audio_dataset\two\speed_up_1331.wav,two
augmented_audio_dataset\Bed\volume_up_40.wav,Bed
processed_recorded_audio\Forward\Forward_10.wav,Forward
augmented_audio_dataset\Dog\shift_backward_117.wav,Dog
augmented_audio_dataset\Off\pitch_down_809.wav,Off
augmented_audio_dataset\Marvin\reversed_671.wav,Marvin
augmented_audio_dataset\tree\speed_up_1247.wav,tree
augmented_audio_dataset\Right\pitch_down_943.wav,Right
augmented_audio_dataset\On\shift_backward_843.wav,On
augmented_audio_dataset\tree\reversed_1277.wav,tree
augmented_audio_dataset\Right\shift_forward_945.wav,Right
augmented_audio_dataset\Left\shift_backward_617.wav,Left
processed_recorded_audio\Happy\Happy_01.wav,Happy
augmented_audio_dataset\Go\reversed_402.wav,Go
augmented_audio_dataset\House\pitch_down_504.wav,House
augmented_audio_dataset\Six\speed_up_1100.wav,Six
augmented_audio_dataset\tree\speed_up_1275.wav,tree
processed_recorded_audio\Right\Right_49.wav,Right
augmented_audio_dataset\Seven\noise_988.wav,Seven
augmented_audio_dataset\One\shift_backward_881.wav,One
processed_recorded_audio\Happy\Happy_44.wav,Happy
augmented_audio_dataset\three\speed_down_1230.wav,three
augmented_audio_dataset\Sheila\shift_forward_1053.wav,Sheila
augmented_audio_dataset\Four\shift_forward_362.wav,Four
augmented_audio_dataset\tree\volume_down_1236.wav,tree
augmented_audio_dataset\Go\pitch_up_397.wav,Go
augmented_audio_dataset\wow\reversed_1458.wav,wow
augmented_audio_dataset\Go\shift_forward_425.wav,Go
augmented_audio_dataset\three\pitch_down_1226.wav,three
augmented_audio_dataset\zero\volume_down_1535.wav,zero
augmented_audio_dataset\On\shift_forward_861.wav,On
processed_recorded_audio\One\One_05.wav,One
augmented_audio_dataset\House\original_549.wav,House
augmented_audio_dataset\Four\reversed_341.wav,Four
augmented_audio_dataset\Off\volume_down_808.wav,Off
augmented_audio_dataset\Bird\noise_82.wav,Bird
augmented_audio_dataset\Follow\volume_up_284.wav,Follow
augmented_audio_dataset\Learn\speed_down_555.wav,Learn
augmented_audio_dataset\Nine\shift_forward_692.wav,Nine
augmented_audio_dataset\Forward\shift_backward_315.wav,Forward
augmented_audio_dataset\tree\speed_up_1257.wav,tree
augmented_audio_dataset\Happy\volume_down_458.wav,Happy
augmented_audio_dataset\Learn\speed_up_574.wav,Learn
augmented_audio_dataset\Nine\shift_forward_697.wav,Nine
augmented_audio_dataset\House\shift_forward_539.wav,House
augmented_audio_dataset\One\noise_910.wav,One
processed_recorded_audio\two\two_11.wav,two
augmented_audio_dataset\Down\volume_up_136.wav,Down
augmented_audio_dataset\Happy\shift_backward_451.wav,Happy
augmented_audio_dataset\up\pitch_up_1401.wav,up
augmented_audio_dataset\Bed\pitch_down_51.wav,Bed
augmented_audio_dataset\Forward\shift_forward_311.wav,Forward
augmented_audio_dataset\visual\original_1421.wav,visual
augmented_audio_dataset\House\shift_backward_510.wav,House
augmented_audio_dataset\Nine\noise_704.wav,Nine
augmented_audio_dataset\Six\original_1090.wav,Six
augmented_audio_dataset\Learn\volume_down_556.wav,Learn
augmented_audio_dataset\Marvin\pitch_up_647.wav,Marvin
augmented_audio_dataset\Left\volume_up_629.wav,Left
augmented_audio_dataset\Down\shift_forward_140.wav,Down
augmented_audio_dataset\Seven\noise_1029.wav,Seven
augmented_audio_dataset\Down\volume_up_139.wav,Down
augmented_audio_dataset\Four\speed_up_382.wav,Four
augmented_audio_dataset\Bed\speed_up_63.wav,Bed
augmented_audio_dataset\Left\noise_587.wav,Left
augmented_audio_dataset\Happy\volume_up_471.wav,Happy
augmented_audio_dataset\No\volume_down_731.wav,No
augmented_audio_dataset\Eight\pitch_down_195.wav,Eight
augmented_audio_dataset\Nine\noise_690.wav,Nine
augmented_audio_dataset\up\pitch_down_1399.wav,up
processed_recorded_audio\Happy\Happy_06.wav,Happy
augmented_audio_dataset\Right\pitch_up_963.wav,Right
augmented_audio_dataset\Right\shift_forward_935.wav,Right
augmented_audio_dataset\three\volume_down_1217.wav,three
augmented_audio_dataset\Down\volume_up_142.wav,Down
augmented_audio_dataset\Marvin\pitch_up_640.wav,Marvin
augmented_audio_dataset\Follow\noise_247.wav,Follow
augmented_audio_dataset\House\speed_up_517.wav,House
processed_recorded_audio\Five\Five_11.wav,Five
augmented_audio_dataset\Forward\reversed_328.wav,Forward
augmented_audio_dataset\wow\volume_down_1450.wav,wow
augmented_audio_dataset\Right\noise_931.wav,Right
augmented_audio_dataset\Forward\pitch_up_291.wav,Forward
augmented_audio_dataset\Bed\shift_forward_44.wav,Bed
processed_recorded_audio\Seven\Seven_27.wav,Seven
augmented_audio_dataset\Stop\speed_up_1130.wav,Stop
augmented_audio_dataset\Left\pitch_up_588.wav,Left
augmented_audio_dataset\up\shift_backward_1364.wav,up
augmented_audio_dataset\Dog\volume_down_116.wav,Dog
augmented_audio_dataset\yes\shift_forward_1464.wav,yes
augmented_audio_dataset\Marvin\shift_forward_644.wav,Marvin
augmented_audio_dataset\Seven\reversed_998.wav,Seven
augmented_audio_dataset\up\reversed_1374.wav,up
augmented_audio_dataset\Follow\volume_down_274.wav,Follow
augmented_audio_dataset\House\reversed_548.wav,House
augmented_audio_dataset\Seven\volume_up_1018.wav,Seven
augmented_audio_dataset\three\pitch_up_1181.wav,three
augmented_audio_dataset\Follow\volume_down_253.wav,Follow
augmented_audio_dataset\Backward\pitch_down_2.wav,Backward
augmented_audio_dataset\Five\pitch_up_242.wav,Five
augmented_audio_dataset\Eight\volume_down_175.wav,Eight
augmented_audio_dataset\Stop\reversed_1136.wav,Stop
augmented_audio_dataset\Stop\reversed_1126.wav,Stop
augmented_audio_dataset\Nine\speed_up_688.wav,Nine
processed_recorded_audio\House\House_17.wav,House
augmented_audio_dataset\tree\shift_forward_1272.wav,tree
augmented_audio_dataset\On\shift_forward_869.wav,On
augmented_audio_dataset\Down\pitch_down_154.wav,Down
augmented_audio_dataset\three\pitch_down_1189.wav,three
augmented_audio_dataset\Seven\pitch_up_1031.wav,Seven
augmented_audio_dataset\Seven\speed_up_1007.wav,Seven
augmented_audio_dataset\Backward\speed_down_5.wav,Backward
augmented_audio_dataset\On\original_869.wav,On
augmented_audio_dataset\wow\shift_forward_1461.wav,wow
augmented_audio_dataset\Right\speed_down_959.wav,Right
augmented_audio_dataset\Bed\reversed_43.wav,Bed
augmented_audio_dataset\On\speed_up_853.wav,On
augmented_audio_dataset\Bed\shift_backward_63.wav,Bed
augmented_audio_dataset\Happy\speed_down_441.wav,Happy
augmented_audio_dataset\Seven\original_988.wav,Seven
augmented_audio_dataset\yes\original_1499.wav,yes
augmented_audio_dataset\up\pitch_up_1361.wav,up
augmented_audio_dataset\Four\pitch_up_387.wav,Four
augmented_audio_dataset\Happy\volume_down_439.wav,Happy
augmented_audio_dataset\Follow\volume_down_261.wav,Follow
augmented_audio_dataset\Seven\original_1009.wav,Seven
augmented_audio_dataset\Marvin\noise_666.wav,Marvin
augmented_audio_dataset\Seven\speed_down_1010.wav,Seven
augmented_audio_dataset\Eight\speed_up_183.wav,Eight
augmented_audio_dataset\Backward\pitch_up_13.wav,Backward
augmented_audio_dataset\Happy\shift_backward_482.wav,Happy
augmented_audio_dataset\Sheila\volume_up_1059.wav,Sheila
augmented_audio_dataset\Learn\volume_up_567.wav,Learn
processed_recorded_audio\Seven\Seven_15.wav,Seven
augmented_audio_dataset\Six\original_1095.wav,Six
augmented_audio_dataset\Down\speed_down_161.wav,Down
augmented_audio_dataset\Four\original_342.wav,Four
augmented_audio_dataset\Right\noise_954.wav,Right
augmented_audio_dataset\three\shift_backward_1189.wav,three
augmented_audio_dataset\Learn\noise_559.wav,Learn
augmented_audio_dataset\No\shift_forward_773.wav,No
augmented_audio_dataset\visual\pitch_down_1412.wav,visual
augmented_audio_dataset\Happy\shift_backward_452.wav,Happy
augmented_audio_dataset\Follow\speed_up_272.wav,Follow
augmented_audio_dataset\House\shift_backward_543.wav,House
processed_recorded_audio\Stop\Stop_39.wav,Stop
augmented_audio_dataset\Marvin\noise_669.wav,Marvin
augmented_audio_dataset\Follow\volume_down_260.wav,Follow
processed_recorded_audio\Happy\Happy_50.wav,Happy
augmented_audio_dataset\No\noise_737.wav,No
augmented_audio_dataset\Right\shift_forward_951.wav,Right
augmented_audio_dataset\Sheila\shift_forward_1058.wav,Sheila
augmented_audio_dataset\House\volume_up_519.wav,House
augmented_audio_dataset\Down\original_163.wav,Down
augmented_audio_dataset\up\speed_down_1338.wav,up
processed_recorded_audio\Down\Down_30.wav,Down
augmented_audio_dataset\Forward\volume_up_296.wav,Forward
processed_recorded_audio\Marvin\Marvin_11.wav,Marvin
augmented_audio_dataset\One\noise_886.wav,One
augmented_audio_dataset\Follow\pitch_down_256.wav,Follow
augmented_audio_dataset\Sheila\reversed_1062.wav,Sheila
augmented_audio_dataset\Marvin\pitch_down_647.wav,Marvin
augmented_audio_dataset\Bed\original_57.wav,Bed
augmented_audio_dataset\On\volume_down_842.wav,On
augmented_audio_dataset\Stop\volume_down_1163.wav,Stop
augmented_audio_dataset\Five\shift_forward_220.wav,Five
augmented_audio_dataset\Marvin\pitch_up_677.wav,Marvin
augmented_audio_dataset\Six\noise_1092.wav,Six
augmented_audio_dataset\Nine\pitch_up_712.wav,Nine
augmented_audio_dataset\two\pitch_down_1309.wav,two
augmented_audio_dataset\Eight\original_175.wav,Eight
augmented_audio_dataset\Five\volume_up_210.wav,Five
augmented_audio_dataset\Seven\noise_1015.wav,Seven
augmented_audio_dataset\No\shift_forward_734.wav,No
processed_recorded_audio\Bed\Bed_09.wav,Bed
augmented_audio_dataset\Eight\speed_down_206.wav,Eight
augmented_audio_dataset\On\original_870.wav,On
augmented_audio_dataset\visual\volume_down_1417.wav,visual
augmented_audio_dataset\Follow\speed_down_279.wav,Follow
augmented_audio_dataset\Follow\pitch_up_245.wav,Follow
augmented_audio_dataset\Go\original_392.wav,Go
augmented_audio_dataset\Bird\reversed_78.wav,Bird
processed_recorded_audio\Backward\Backward_21.wav,Backward
augmented_audio_dataset\Happy\pitch_up_492.wav,Happy
augmented_audio_dataset\Off\volume_down_820.wav,Off
augmented_audio_dataset\Seven\original_994.wav,Seven
augmented_audio_dataset\One\pitch_up_924.wav,One
augmented_audio_dataset\Backward\speed_down_32.wav,Backward
augmented_audio_dataset\Seven\speed_down_1006.wav,Seven
augmented_audio_dataset\Bed\noise_56.wav,Bed
augmented_audio_dataset\Off\volume_down_780.wav,Off
augmented_audio_dataset\Sheila\noise_1059.wav,Sheila
augmented_audio_dataset\Learn\pitch_down_555.wav,Learn
augmented_audio_dataset\three\speed_up_1230.wav,three
augmented_audio_dataset\Seven\volume_up_1020.wav,Seven
augmented_audio_dataset\Follow\speed_up_276.wav,Follow
augmented_audio_dataset\Marvin\volume_down_679.wav,Marvin
augmented_audio_dataset\Forward\pitch_down_316.wav,Forward
augmented_audio_dataset\Right\pitch_down_964.wav,Right
augmented_audio_dataset\visual\pitch_up_1411.wav,visual
augmented_audio_dataset\Eight\original_181.wav,Eight
augmented_audio_dataset\Off\speed_down_812.wav,Off
augmented_audio_dataset\Left\shift_backward_583.wav,Left
augmented_audio_dataset\three\shift_backward_1225.wav,three
augmented_audio_dataset\Nine\reversed_717.wav,Nine
augmented_audio_dataset\Bird\shift_backward_97.wav,Bird
augmented_audio_dataset\Left\shift_backward_608.wav,Left
augmented_audio_dataset\three\original_1180.wav,three
augmented_audio_dataset\Follow\speed_down_251.wav,Follow
processed_recorded_audio\Marvin\Marvin_19.wav,Marvin
augmented_audio_dataset\yes\pitch_up_1499.wav,yes
augmented_audio_dataset\House\speed_up_515.wav,House
augmented_audio_dataset\Off\noise_787.wav,Off
augmented_audio_dataset\One\noise_874.wav,One
augmented_audio_dataset\House\speed_up_530.wav,House
augmented_audio_dataset\Nine\shift_forward_705.wav,Nine
processed_recorded_audio\On\On_49.wav,On
augmented_audio_dataset\visual\volume_down_1432.wav,visual
augmented_audio_dataset\Six\speed_up_1091.wav,Six
augmented_audio_dataset\Six\speed_down_1112.wav,Six
augmented_audio_dataset\Seven\reversed_1032.wav,Seven
augmented_audio_dataset\visual\noise_1436.wav,visual
augmented_audio_dataset\three\speed_up_1217.wav,three
augmented_audio_dataset\Four\shift_backward_346.wav,Four
processed_recorded_audio\up\up_17.wav,up
augmented_audio_dataset\Sheila\shift_backward_1046.wav,Sheila
augmented_audio_dataset\Happy\volume_up_484.wav,Happy
augmented_audio_dataset\Marvin\speed_up_665.wav,Marvin
augmented_audio_dataset\On\original_856.wav,On
augmented_audio_dataset\two\volume_up_1282.wav,two
augmented_audio_dataset\zero\shift_forward_1525.wav,zero
augmented_audio_dataset\Seven\shift_backward_1023.wav,Seven
augmented_audio_dataset\Follow\speed_up_281.wav,Follow
augmented_audio_dataset\Left\noise_623.wav,Left
augmented_audio_dataset\One\shift_forward_911.wav,One
augmented_audio_dataset\up\original_1343.wav,up
augmented_audio_dataset\Follow\original_269.wav,Follow
processed_recorded_audio\two\two_25.wav,two
augmented_audio_dataset\zero\noise_1532.wav,zero
augmented_audio_dataset\House\speed_down_493.wav,House
augmented_audio_dataset\Sheila\speed_up_1072.wav,Sheila
processed_recorded_audio\Seven\Seven_38.wav,Seven
processed_recorded_audio\Go\Go_31.wav,Go
augmented_audio_dataset\Bird\speed_up_75.wav,Bird
augmented_audio_dataset\Learn\shift_forward_562.wav,Learn
augmented_audio_dataset\Marvin\noise_640.wav,Marvin
augmented_audio_dataset\tree\shift_forward_1233.wav,tree
processed_recorded_audio\Right\Right_42.wav,Right
augmented_audio_dataset\visual\speed_down_1408.wav,visual
augmented_audio_dataset\Four\shift_backward_363.wav,Four
augmented_audio_dataset\Follow\speed_down_249.wav,Follow
augmented_audio_dataset\up\original_1355.wav,up
augmented_audio_dataset\House\pitch_up_548.wav,House
augmented_audio_dataset\Eight\noise_178.wav,Eight
processed_recorded_audio\Backward\Backward_16.wav,Backward
augmented_audio_dataset\Nine\speed_up_701.wav,Nine
augmented_audio_dataset\Nine\original_723.wav,Nine
augmented_audio_dataset\three\original_1194.wav,three
augmented_audio_dataset\Five\original_212.wav,Five
augmented_audio_dataset\Six\volume_down_1117.wav,Six
augmented_audio_dataset\Down\pitch_up_141.wav,Down
processed_recorded_audio\Stop\Stop_29.wav,Stop
augmented_audio_dataset\Four\volume_down_336.wav,Four
augmented_audio_dataset\Follow\pitch_down_271.wav,Follow
augmented_audio_dataset\Backward\pitch_up_3.wav,Backward
augmented_audio_dataset\up\pitch_up_1362.wav,up
augmented_audio_dataset\Forward\pitch_up_300.wav,Forward
processed_recorded_audio\Go\Go_03.wav,Go
augmented_audio_dataset\Dog\pitch_up_100.wav,Dog
augmented_audio_dataset\One\speed_down_920.wav,One
augmented_audio_dataset\No\volume_up_751.wav,No
augmented_audio_dataset\Learn\shift_forward_571.wav,Learn
